"board","search_level","threshold","metric","games","value","median","ci_low","ci_high","primary"
"6x6","uct-1000","1","dormant_ge1_turn_rate","50","0.925000","0.937500","0.916250","0.932917","false"
"6x6","uct-1000","1","dormant_ge2_turn_rate","50","0.820417","0.843750","0.797500","0.841667","false"
"6x6","uct-1000","1","longest_dormant_run_fraction","50","0.889583","0.916667","0.860000","0.913750","false"
"6x6","uct-1000","1","mean_backlog_size","50","2.769583","2.812500","2.671250","2.864167","false"
"6x6","uct-1000","1","max_backlog_size","50","5.400000","5.000000","5.240000","5.560000","false"
"6x6","uct-1000","1","backlog_ge1_turn_rate","50","0.925000","0.937500","0.916250","0.932917","false"
"6x6","uct-1000","1","backlog_ge2_turn_rate","50","0.820417","0.843750","0.797917","0.840833","false"
"6x6","uct-1000","1","longest_backlog_run_fraction","50","0.889583","0.916667","0.860417","0.914167","false"
"6x6","uct-1000","1","qualifying_departures","50","65.760000","67.000000","63.600000","67.700000","false"
"6x6","uct-1000","1","persistent_revisits","50","43.440000","44.500000","41.540000","45.240000","false"
"6x6","uct-1000","1","reactivation_revisits","50","15.960000","16.000000","14.920000","17.000000","false"
"6x6","uct-1000","1","never_revisited","50","0.540000","0.000000","0.360000","0.740000","false"
"6x6","uct-1000","1","right_censored","50","5.820000","6.000000","5.500000","6.100000","false"
"6x6","uct-1000","1","revisit_rate_observed","50","0.990741","1.000000","0.987273","0.993944","false"
"6x6","uct-1000","1","never_revisited_rate_observed","50","0.009259","0.000000","0.005929","0.012740","false"
"6x6","uct-1000","1","right_censored_rate","50","0.088614","0.090909","0.084136","0.093209","false"
"6x6","uct-1000","1","simple_end_revisit_rate","50","0.902882","0.900819","0.898696","0.907217","false"
"6x6","uct-1000","1","mean_revisit_lag","50","3.009488","3.027901","2.914559","3.105791","false"
"6x6","uct-1000","1","median_revisit_lag","50","1.980000","2.000000","1.880000","2.080000","false"
"6x6","uct-1000","1","mean_normalized_revisit_lag","50","0.062698","0.063081","0.060658","0.064611","false"
"6x6","uct-1000","1","distinct_revisited_regions","50","8.380000","8.500000","8.180000","8.560000","false"
"6x6","uct-1000","1","repeated_revisit_regions","50","8.000000","8.000000","7.760000","8.220000","false"
"6x6","uct-1000","1","revisit_within_four_turns_rate","50","0.756000","0.745897","0.742967","0.769314","false"
"6x6","uct-1000","1","early_revisit_within_quarter_rate","50","0.975995","0.985294","0.967899","0.983492","false"
"6x6","uct-1000","3","mean_dormant_active_fronts","50","0.587083","0.583333","0.558750","0.616667","false"
"6x6","uct-1000","3","dormant_ge1_turn_rate","50","0.470417","0.468750","0.448750","0.490833","false"
"6x6","uct-1000","3","dormant_ge2_turn_rate","50","0.108333","0.104167","0.095833","0.120417","false"
"6x6","uct-1000","3","longest_dormant_run_fraction","50","0.100000","0.083333","0.089583","0.112500","false"
"6x6","uct-1000","3","mean_backlog_size","50","2.769583","2.812500","2.671250","2.866250","false"
"6x6","uct-1000","3","max_backlog_size","50","5.400000","5.000000","5.240000","5.560000","false"
"6x6","uct-1000","3","backlog_ge1_turn_rate","50","0.925000","0.937500","0.916250","0.932917","false"
"6x6","uct-1000","3","backlog_ge2_turn_rate","50","0.820417","0.843750","0.799167","0.840000","false"
"6x6","uct-1000","3","longest_backlog_run_fraction","50","0.889583","0.916667","0.860000","0.911667","false"
"6x6","uct-1000","3","qualifying_departures","50","28.180000","28.000000","26.880000","29.460000","false"
"6x6","uct-1000","3","persistent_revisits","50","8.700000","8.000000","7.960000","9.480000","false"
"6x6","uct-1000","3","reactivation_revisits","50","15.960000","16.000000","14.940000","17.000000","false"
"6x6","uct-1000","3","never_revisited","50","0.160000","0.000000","0.060000","0.280000","false"
"6x6","uct-1000","3","right_censored","50","3.360000","3.000000","3.040000","3.680000","false"
"6x6","uct-1000","3","revisit_rate_observed","50","0.993508","1.000000","0.988215","0.997702","false"
"6x6","uct-1000","3","never_revisited_rate_observed","50","0.006492","0.000000","0.002381","0.011327","false"
"6x6","uct-1000","3","right_censored_rate","50","0.119923","0.114286","0.109088","0.131035","false"
"6x6","uct-1000","3","simple_end_revisit_rate","50","0.874291","0.884615","0.862873","0.885254","false"
"6x6","uct-1000","3","mean_revisit_lag","50","5.442205","5.392308","5.267114","5.611656","false"
"6x6","uct-1000","3","median_revisit_lag","50","4.480000","4.500000","4.290000","4.670000","false"
"6x6","uct-1000","3","mean_normalized_revisit_lag","50","0.113379","0.112340","0.109984","0.116871","false"
"6x6","uct-1000","3","distinct_revisited_regions","50","8.040000","8.000000","7.820000","8.240000","false"
"6x6","uct-1000","3","repeated_revisit_regions","50","6.860000","7.000000","6.560000","7.160000","false"
"6x6","uct-1000","3","revisit_within_four_turns_rate","50","0.466694","0.459935","0.442234","0.493418","false"
"6x6","uct-1000","3","early_revisit_within_quarter_rate","50","0.954496","1.000000","0.938440","0.970897","false"
