"board","experiment_id","search_level","game_index","band","mean_active_fronts","mean_dormant_fronts","mean_backlog","multi_active_turn_rate","multi_unattended_turn_rate","decline_from_game_peak","placement_entropy","opportunity_entropy","entropy_gap","placement_hhi","opportunity_hhi","hhi_gap","placement_largest_share","opportunity_largest_share","largest_share_gap","placement_top_two_share","opportunity_top_two_share","top_two_share_gap","placement_regions","opportunity_regions"
"6x6","6x6-uct-0500","uct-0500","25","3","4.500000","1.250000","2.333333","1.000000","0.833333","2.500000","0.876101","0.986123","-0.110022","0.158951","0.117996","0.040954","0.222222","0.162162","0.060060","0.388889","0.304668","0.084221","8","9"
"6x6","6x6-uct-0500","uct-0500","25","4","6.000000","1.916667","3.916667","1.000000","1.000000","1.000000","0.974641","0.985434","-0.010793","0.123457","0.118616","0.004841","0.166667","0.176471","-0.009804","0.333333","0.302521","0.030812","9","9"
"6x6","6x6-uct-0500","uct-0500","26","1","2.333333","0.416667","1.166667","0.833333","0.250000","4.666667","0.905616","0.992487","-0.086871","0.154321","0.114904","0.039417","0.222222","0.157303","0.064919","0.416667","0.278090","0.138577","9","9"
"6x6","6x6-uct-0500","uct-0500","26","2","3.666667","1.000000","1.750000","1.000000","0.500000","3.333333","0.798912","0.990747","-0.191835","0.200617","0.115635","0.084982","0.305556","0.156287","0.149269","0.555556","0.286722","0.268834","7","9"
"6x6","6x6-uct-0500","uct-0500","26","3","5.750000","1.750000","3.583333","1.000000","1.000000","1.250000","0.931873","0.987535","-0.055662","0.143519","0.117398","0.026120","0.222222","0.170702","0.051520","0.388889","0.295400","0.093489","9","9"
"6x6","6x6-uct-0500","uct-0500","26","4","4.833333","1.583333","2.750000","1.000000","0.833333","2.166667","0.894729","0.980877","-0.086148","0.154321","0.121254","0.033067","0.250000","0.189041","0.060959","0.416667","0.330137","0.086530","8","9"
"6x6","6x6-uct-0500","uct-0500","27","1","3.000000","0.750000","1.583333","0.750000","0.500000","6.000000","0.949399","0.990270","-0.040871","0.135802","0.115993","0.019809","0.222222","0.158470","0.063752","0.388889","0.286885","0.102004","9","9"
"6x6","6x6-uct-0500","uct-0500","27","2","6.333333","2.166667","4.000000","1.000000","1.000000","2.666667","0.948384","0.991884","-0.043500","0.134259","0.115205","0.019054","0.194444","0.154817","0.039628","0.361111","0.285550","0.075561","9","9"
"6x6","6x6-uct-0500","uct-0500","27","3","5.250000","1.666667","3.000000","1.000000","0.916667","3.750000","0.910278","0.991821","-0.081543","0.145062","0.115456","0.029606","0.222222","0.165318","0.056904","0.388889","0.291329","0.097559","8","9"
"6x6","6x6-uct-0500","uct-0500","27","4","6.583333","1.833333","3.750000","1.000000","1.000000","2.416667","0.929756","0.985610","-0.055853","0.145062","0.117992","0.027070","0.222222","0.169737","0.052485","0.416667","0.293421","0.123246","9","9"
"6x6","6x6-uct-0500","uct-0500","28","1","2.250000","0.583333","1.166667","0.666667","0.333333","4.750000","0.822649","0.988112","-0.165463","0.183642","0.117099","0.066543","0.277778","0.163662","0.114116","0.500000","0.300971","0.199029","7","9"
"6x6","6x6-uct-0500","uct-0500","28","2","5.333333","1.333333","2.750000","1.000000","0.916667","1.666667","0.887215","0.991584","-0.104370","0.154321","0.115485","0.038836","0.222222","0.163070","0.059153","0.416667","0.291367","0.125300","8","9"
"6x6","6x6-uct-0500","uct-0500","28","3","6.083333","1.833333","3.833333","1.000000","1.000000","0.916667","0.925485","0.986460","-0.060975","0.146605","0.118449","0.028156","0.250000","0.184502","0.065498","0.388889","0.302583","0.086306","9","9"
"6x6","6x6-uct-0500","uct-0500","28","4","5.416667","1.750000","3.250000","1.000000","1.000000","1.583333","0.887215","0.984608","-0.097393","0.154321","0.119229","0.035092","0.222222","0.182825","0.039397","0.416667","0.307479","0.109187","8","9"
"6x6","6x6-uct-0500","uct-0500","29","1","3.250000","0.750000","1.500000","0.916667","0.500000","3.750000","0.877711","0.991505","-0.113793","0.162037","0.115548","0.046489","0.250000","0.164000","0.086000","0.444444","0.293333","0.151111","8","9"
"6x6","6x6-uct-0500","uct-0500","29","2","5.500000","1.833333","3.333333","1.000000","0.916667","1.500000","0.934927","0.989180","-0.054253","0.138889","0.116782","0.022107","0.194444","0.169834","0.024611","0.361111","0.298100","0.063011","9","9"
"6x6","6x6-uct-0500","uct-0500","29","3","6.166667","1.666667","3.666667","1.000000","1.000000","0.833333","0.930631","0.989685","-0.059053","0.134259","0.116272","0.017988","0.194444","0.160248","0.034196","0.361111","0.290683","0.070428","8","9"
"6x6","6x6-uct-0500","uct-0500","29","4","5.583333","1.583333","3.333333","1.000000","1.000000","1.416667","0.881841","0.985206","-0.103365","0.162037","0.118312","0.043725","0.277778","0.162943","0.114834","0.444444","0.300920","0.143525","8","9"
"6x6","6x6-uct-0500","uct-0500","30","1","3.416667","0.666667","1.666667","0.750000","0.583333","4.583333","0.929983","0.987122","-0.057139","0.140432","0.117404","0.023028","0.194444","0.158038","0.036406","0.361111","0.298365","0.062746","9","9"
"6x6","6x6-uct-0500","uct-0500","30","2","5.583333","1.583333","3.333333","1.000000","1.000000","2.416667","0.933177","0.992296","-0.059119","0.145062","0.114898","0.030163","0.222222","0.145882","0.076340","0.416667","0.280000","0.136667","9","9"
"6x6","6x6-uct-0500","uct-0500","30","3","6.583333","1.916667","4.083333","1.000000","1.000000","1.416667","0.984677","0.991195","-0.006518","0.118827","0.115434","0.003393","0.166667","0.151990","0.014676","0.305556","0.281062","0.024494","9","9"
"6x6","6x6-uct-0500","uct-0500","30","4","6.000000","2.333333","3.833333","1.000000","1.000000","2.000000","0.908834","0.991012","-0.082178","0.143519","0.115661","0.027858","0.166667","0.158974","0.007692","0.333333","0.289744","0.043590","8","9"
"6x6","6x6-uct-0500","uct-0500","31","1","2.916667","0.750000","1.416667","0.833333","0.500000","6.083333","0.913699","0.982300","-0.068602","0.157407","0.120482","0.036925","0.277778","0.189702","0.088076","0.444444","0.314363","0.130081","9","9"
"6x6","6x6-uct-0500","uct-0500","31","2","7.333333","2.583333","4.666667","1.000000","1.000000","1.666667","0.920087","0.986265","-0.066178","0.151235","0.118455","0.032779","0.222222","0.184179","0.038043","0.444444","0.298701","0.145743","9","9"
"6x6","6x6-uct-0500","uct-0500","31","3","7.250000","2.416667","4.500000","1.000000","1.000000","1.750000","0.954632","0.989694","-0.035062","0.134259","0.116647","0.017612","0.194444","0.174447","0.019997","0.388889","0.292383","0.096506","9","9"
"6x6","6x6-uct-0500","uct-0500","31","4","5.916667","2.000000","3.416667","1.000000","1.000000","3.083333","0.848197","0.988502","-0.140304","0.179012","0.116775","0.062237","0.250000","0.157047","0.092953","0.500000","0.289933","0.210067","8","9"
"6x6","6x6-uct-0500","uct-0500","32","1","2.666667","0.916667","1.666667","0.916667","0.583333","3.333333","0.919947","0.983764","-0.063817","0.138889","0.119432","0.019456","0.194444","0.179063","0.015381","0.361111","0.309917","0.051194","8","9"
"6x6","6x6-uct-0500","uct-0500","32","2","4.000000","0.916667","2.083333","1.000000","0.666667","2.000000","0.901179","0.982196","-0.081016","0.146605","0.120210","0.026395","0.194444","0.180470","0.013975","0.388889","0.313968","0.074921","8","9"
"6x6","6x6-uct-0500","uct-0500","32","3","4.416667","1.083333","2.416667","1.000000","0.833333","1.583333","0.881841","0.977002","-0.095161","0.162037","0.123178","0.038859","0.277778","0.194236","0.083542","0.444444","0.329574","0.114871","8","9"
"6x6","6x6-uct-0500","uct-0500","32","4","5.000000","1.500000","3.000000","1.000000","1.000000","1.000000","0.951945","0.979249","-0.027304","0.134259","0.121586","0.012673","0.222222","0.173077","0.049145","0.361111","0.331361","0.029750","9","9"
"6x6","6x6-uct-0500","uct-0500","33","1","4.333333","1.333333","2.500000","0.833333","0.666667","1.666667","0.946205","0.990275","-0.044070","0.134259","0.115966","0.018293","0.166667","0.157124","0.009543","0.333333","0.291611","0.041722","9","9"
"6x6","6x6-uct-0500","uct-0500","33","2","4.916667","1.250000","2.750000","1.000000","0.833333","1.083333","0.923734","0.994156","-0.070422","0.152778","0.114058","0.038720","0.277778","0.148023","0.129755","0.416667","0.279096","0.137571","9","9"
"6x6","6x6-uct-0500","uct-0500","33","3","4.833333","0.916667","2.416667","1.000000","0.833333","1.166667","0.911888","0.988775","-0.076887","0.154321","0.116853","0.037468","0.250000","0.165468","0.084532","0.444444","0.300959","0.143485","9","9"
"6x6","6x6-uct-0500","uct-0500","33","4","5.083333","1.500000","2.916667","1.000000","1.000000","0.916667","0.977187","0.984180","-0.006993","0.121914","0.118918","0.002995","0.166667","0.168067","-0.001401","0.305556","0.309524","-0.003968","9","9"
"6x6","6x6-uct-0500","uct-0500","34","1","2.333333","0.333333","1.000000","0.666667","0.333333","5.666667","0.881475","0.984989","-0.103514","0.157407","0.118554","0.038853","0.222222","0.171958","0.050265","0.416667","0.304233","0.112434","8","9"
"6x6","6x6-uct-0500","uct-0500","34","2","5.666667","1.833333","3.333333","1.000000","0.916667","2.333333","0.925993","0.983933","-0.057940","0.143519","0.118954","0.024564","0.194444","0.170468","0.023976","0.361111","0.302521","0.058590","9","9"
"6x6","6x6-uct-0500","uct-0500","34","3","7.333333","2.666667","4.833333","1.000000","1.000000","0.666667","0.966785","0.986152","-0.019368","0.128086","0.118213","0.009873","0.194444","0.173714","0.020730","0.361111","0.304000","0.057111","9","9"
"6x6","6x6-uct-0500","uct-0500","34","4","6.500000","2.083333","4.000000","1.000000","1.000000","1.500000","0.919947","0.983364","-0.063417","0.138889","0.119404","0.019485","0.194444","0.172015","0.022429","0.361111","0.308087","0.053024","8","9"
"6x6","6x6-uct-0500","uct-0500","35","1","3.000000","0.833333","1.666667","0.750000","0.583333","4.000000","0.934419","0.986694","-0.052275","0.141975","0.117817","0.024159","0.222222","0.168975","0.053247","0.388889","0.297784","0.091105","9","9"
"6x6","6x6-uct-0500","uct-0500","35","2","5.500000","1.500000","2.833333","1.000000","1.000000","1.500000","0.904538","0.988526","-0.083988","0.148148","0.116825","0.031323","0.222222","0.161098","0.061124","0.388889","0.293556","0.095333","8","9"
"6x6","6x6-uct-0500","uct-0500","35","3","5.333333","1.750000","3.083333","1.000000","1.000000","1.666667","0.884326","0.990148","-0.105821","0.166667","0.116014","0.050653","0.250000","0.159817","0.090183","0.444444","0.289954","0.154490","9","9"
"6x6","6x6-uct-0500","uct-0500","35","4","4.750000","1.666667","2.833333","1.000000","0.916667","2.250000","0.938488","0.985636","-0.047147","0.141975","0.118353","0.023622","0.222222","0.166247","0.055975","0.388889","0.309824","0.079065","9","9"
"6x6","6x6-uct-0500","uct-0500","36","1","3.750000","1.000000","2.083333","0.750000","0.666667","4.250000","0.928312","0.990395","-0.062083","0.146605","0.116216","0.030389","0.222222","0.170270","0.051952","0.416667","0.295946","0.120721","9","9"
"6x6","6x6-uct-0500","uct-0500","36","2","5.750000","1.833333","3.333333","1.000000","1.000000","2.250000","0.887887","0.990081","-0.102194","0.160494","0.115888","0.044605","0.250000","0.150000","0.100000","0.472222","0.284091","0.188131","8","9"
"6x6","6x6-uct-0500","uct-0500","36","3","6.083333","2.250000","3.833333","1.000000","1.000000","1.916667","0.971447","0.983913","-0.012466","0.125000","0.118483","0.006517","0.166667","0.155814","0.010853","0.333333","0.286047","0.047287","9","9"
"6x6","6x6-uct-0500","uct-0500","36","4","6.083333","2.083333","3.833333","1.000000","1.000000","1.916667","0.955874","0.975838","-0.019964","0.131173","0.122400","0.008773","0.194444","0.177296","0.017149","0.361111","0.309949","0.051162","9","9"
"6x6","6x6-uct-0500","uct-0500","37","1","3.583333","1.000000","2.083333","0.916667","0.583333","4.416667","0.974641","0.987556","-0.012914","0.123457","0.117697","0.005760","0.166667","0.176871","-0.010204","0.333333","0.299320","0.034014","9","9"
"6x6","6x6-uct-0500","uct-0500","37","2","6.666667","2.250000","4.083333","1.000000","1.000000","1.333333","0.939590","0.990955","-0.051365","0.141975","0.115883","0.026092","0.250000","0.167702","0.082298","0.388889","0.290683","0.098206","9","9"
"6x6","6x6-uct-0500","uct-0500","37","3","6.083333","1.750000","3.416667","1.000000","0.916667","1.916667","0.924016","0.993807","-0.069791","0.148148","0.114241","0.033907","0.222222","0.152228","0.069994","0.416667","0.273515","0.143152","9","9"
"6x6","6x6-uct-0500","uct-0500","37","4","6.833333","2.250000","4.166667","1.000000","1.000000","1.166667","0.986121","0.989234","-0.003113","0.117284","0.116357","0.000927","0.138889","0.156168","-0.017279","0.277778","0.286089","-0.008311","9","9"
"6x6","6x6-uct-0500","uct-0500","38","1","2.833333","0.916667","1.666667","0.750000","0.500000","3.166667","0.955365","0.987750","-0.032385","0.134259","0.117526","0.016733","0.222222","0.174387","0.047835","0.361111","0.297003","0.064108","9","9"
"6x6","6x6-uct-0500","uct-0500","38","2","4.000000","1.416667","2.333333","1.000000","0.833333","2.000000","0.927577","0.983989","-0.056411","0.148148","0.119050","0.029098","0.222222","0.166667","0.055556","0.444444","0.310256","0.134188","9","9"
"6x6","6x6-uct-0500","uct-0500","38","3","3.916667","1.083333","2.333333","1.000000","1.000000","2.083333","0.934279","0.980433","-0.046155","0.138889","0.120616","0.018273","0.194444","0.169737","0.024708","0.361111","0.319737","0.041374","9","9"
"6x6","6x6-uct-0500","uct-0500","38","4","4.583333","1.416667","2.833333","1.000000","0.916667","1.416667","0.977187","0.978363","-0.001176","0.121914","0.120870","0.001044","0.166667","0.160790","0.005877","0.305556","0.310296","-0.004741","9","9"
"6x6","6x6-uct-0500","uct-0500","39","1","2.250000","0.416667","1.166667","0.833333","0.416667","4.750000","0.905982","0.985995","-0.080013","0.146605","0.118203","0.028402","0.222222","0.170532","0.051690","0.388889","0.302865","0.086024","8","9"
"6x6","6x6-uct-0500","uct-0500","39","2","3.083333","0.750000","1.583333","1.000000","0.416667","3.916667","0.896822","0.989707","-0.092885","0.149691","0.116246","0.033446","0.222222","0.163507","0.058715","0.388889","0.284360","0.104529","8","9"
"6x6","6x6-uct-0500","uct-0500","39","3","5.083333","2.000000","3.333333","1.000000","1.000000","1.916667","0.920620","0.988254","-0.067634","0.151235","0.116792","0.034442","0.250000","0.155727","0.094273","0.416667","0.287001","0.129665","9","9"
"6x6","6x6-uct-0500","uct-0500","39","4","5.500000","1.666667","3.333333","1.000000","1.000000","1.500000","0.956240","0.987414","-0.031174","0.129630","0.117261","0.012369","0.166667","0.163295","0.003372","0.333333","0.289017","0.044316","9","9"
"6x6","6x6-uct-0500","uct-0500","40","1","3.166667","0.833333","1.666667","0.750000","0.500000","5.833333","0.944455","0.988940","-0.044486","0.137346","0.116542","0.020804","0.222222","0.157670","0.064552","0.361111","0.285511","0.075600","9","9"
"6x6","6x6-uct-0500","uct-0500","40","2","6.416667","1.666667","3.750000","1.000000","1.000000","2.583333","0.919947","0.994626","-0.074678","0.138889","0.113790","0.025099","0.194444","0.145959","0.048485","0.361111","0.268999","0.092112","8","9"
"6x6","6x6-uct-0500","uct-0500","40","3","7.000000","2.416667","4.416667","1.000000","1.000000","2.000000","0.966785","0.992600","-0.025816","0.128086","0.114798","0.013289","0.194444","0.153938","0.040506","0.361111","0.280430","0.080682","9","9"
"6x6","6x6-uct-0500","uct-0500","40","4","6.333333","1.916667","3.833333","1.000000","1.000000","2.666667","0.924610","0.981088","-0.056478","0.135802","0.120448","0.015355","0.166667","0.171352","-0.004685","0.333333","0.319946","0.013387","8","9"
"6x6","6x6-uct-0500","uct-0500","41","1","3.083333","0.750000","1.500000","0.916667","0.500000","3.916667","0.869144","0.987418","-0.118274","0.171296","0.117485","0.053811","0.250000","0.164723","0.085277","0.500000","0.298834","0.201166","8","9"
"6x6","6x6-uct-0500","uct-0500","41","2","5.250000","1.500000","2.833333","1.000000","0.916667","1.750000","0.915651","0.992809","-0.077158","0.158951","0.114668","0.044283","0.277778","0.149880","0.127898","0.472222","0.278177","0.194045","9","9"
"6x6","6x6-uct-0500","uct-0500","41","3","5.833333","1.333333","3.000000","1.000000","0.916667","1.166667","0.927804","0.991963","-0.064159","0.143519","0.115341","0.028178","0.222222","0.163017","0.059205","0.388889","0.289538","0.099351","9","9"
"6x6","6x6-uct-0500","uct-0500","41","4","6.083333","2.250000","3.916667","1.000000","1.000000","0.916667","0.970346","0.982144","-0.011799","0.125000","0.120332","0.004668","0.166667","0.178862","-0.012195","0.333333","0.322493","0.010840","9","9"
"6x6","6x6-uct-0500","uct-0500","42","1","3.500000","0.916667","1.916667","0.750000","0.666667","3.500000","0.905842","0.981480","-0.075638","0.143519","0.120325","0.023193","0.194444","0.173239","0.021205","0.361111","0.318310","0.042801","8","9"
"6x6","6x6-uct-0500","uct-0500","42","2","5.500000","1.416667","2.916667","1.000000","0.833333","1.500000","0.889902","0.983477","-0.093575","0.154321","0.119481","0.034840","0.194444","0.174377","0.020067","0.388889","0.316726","0.072163","8","9"
"6x6","6x6-uct-0500","uct-0500","42","3","5.583333","1.166667","3.250000","1.000000","0.916667","1.416667","0.840175","0.983374","-0.143199","0.182099","0.119926","0.062173","0.277778","0.185053","0.092724","0.500000","0.319098","0.180902","8","9"
"6x6","6x6-uct-0500","uct-0500","42","4","5.000000","1.583333","2.750000","1.000000","0.833333","2.000000","0.869322","0.986660","-0.117338","0.163580","0.118283","0.045297","0.222222","0.177198","0.045024","0.416667","0.321429","0.095238","8","9"
"6x6","6x6-uct-0500","uct-0500","43","1","2.583333","0.500000","1.333333","0.750000","0.416667","5.416667","0.924610","0.988267","-0.063658","0.135802","0.117161","0.018642","0.166667","0.170153","-0.003487","0.333333","0.298466","0.034868","8","9"
"6x6","6x6-uct-0500","uct-0500","43","2","5.250000","1.750000","3.083333","1.000000","1.000000","2.750000","0.923141","0.985060","-0.061919","0.146605","0.118924","0.027680","0.222222","0.179830","0.042392","0.416667","0.308627","0.108040","9","9"
"6x6","6x6-uct-0500","uct-0500","43","3","6.416667","1.833333","3.666667","1.000000","1.000000","1.583333","0.964606","0.987777","-0.023171","0.128086","0.117452","0.010635","0.166667","0.170819","-0.004152","0.333333","0.298932","0.034401","9","9"
"6x6","6x6-uct-0500","uct-0500","43","4","7.166667","2.666667","4.416667","1.000000","1.000000","0.833333","0.919947","0.990555","-0.070608","0.138889","0.115963","0.022925","0.194444","0.160763","0.033682","0.361111","0.292916","0.068196","8","9"
"6x6","6x6-uct-0500","uct-0500","44","1","2.750000","0.500000","1.416667","0.833333","0.333333","6.250000","0.937271","0.979631","-0.042361","0.145062","0.121637","0.023425","0.250000","0.187328","0.062672","0.416667","0.318182","0.098485","9","9"
"6x6","6x6-uct-0500","uct-0500","44","2","6.083333","1.916667","3.583333","1.000000","0.916667","2.916667","0.905511","0.986324","-0.080813","0.165123","0.118151","0.046973","0.305556","0.174745","0.130811","0.444444","0.299745","0.144700","9","9"
"6x6","6x6-uct-0500","uct-0500","44","3","6.666667","2.250000","4.166667","1.000000","1.000000","2.333333","0.962855","0.991677","-0.028821","0.131173","0.115321","0.015852","0.222222","0.158038","0.064184","0.361111","0.284741","0.076370","9","9"
"6x6","6x6-uct-0500","uct-0500","44","4","5.750000","1.416667","3.250000","1.000000","1.000000","3.250000","0.895298","0.993725","-0.098427","0.157407","0.114199","0.043208","0.277778","0.142241","0.135536","0.416667","0.280172","0.136494","8","9"
"6x6","6x6-uct-0500","uct-0500","45","1","2.833333","0.916667","1.583333","0.750000","0.500000","4.166667","0.891308","0.990490","-0.099181","0.154321","0.115872","0.038449","0.250000","0.160982","0.089018","0.416667","0.283765","0.132901","8","9"
"6x6","6x6-uct-0500","uct-0500","45","2","4.416667","1.583333","2.666667","1.000000","0.833333","2.583333","0.905511","0.992866","-0.087355","0.165123","0.114734","0.050390","0.305556","0.155952","0.149603","0.444444","0.277381","0.167063","9","9"
"6x6","6x6-uct-0500","uct-0500","45","3","5.750000","1.750000","3.250000","1.000000","1.000000","1.250000","0.877405","0.987929","-0.110524","0.166667","0.117354","0.049313","0.277778","0.169533","0.108245","0.472222","0.308354","0.163868","8","9"
"6x6","6x6-uct-0500","uct-0500","45","4","5.666667","1.333333","3.166667","1.000000","0.833333","1.333333","0.927235","0.982972","-0.055737","0.149691","0.119872","0.029819","0.250000","0.184932","0.065068","0.416667","0.312329","0.104338","9","9"
"6x6","6x6-uct-0500","uct-0500","46","1","3.916667","1.000000","2.083333","0.750000","0.666667","4.083333","0.975210","0.990572","-0.015362","0.120370","0.115949","0.004421","0.138889","0.163662","-0.024773","0.277778","0.288488","-0.010710","9","9"
"6x6","6x6-uct-0500","uct-0500","46","2","5.500000","1.083333","2.833333","1.000000","0.916667","2.500000","0.871439","0.994298","-0.122859","0.162037","0.114002","0.048035","0.222222","0.147239","0.074983","0.416667","0.282209","0.134458","8","9"
"6x6","6x6-uct-0500","uct-0500","46","3","6.750000","2.083333","4.166667","1.000000","1.000000","1.250000","0.921697","0.989763","-0.068066","0.145062","0.116170","0.028892","0.194444","0.161692","0.032753","0.361111","0.283582","0.077529","9","9"
"6x6","6x6-uct-0500","uct-0500","46","4","6.833333","2.166667","4.333333","1.000000","1.000000","1.166667","0.984677","0.985074","-0.000397","0.118827","0.118667","0.000160","0.166667","0.169536","-0.002870","0.305556","0.313907","-0.008352","9","9"
"6x6","6x6-uct-0500","uct-0500","47","1","3.166667","0.416667","1.583333","0.833333","0.583333","4.833333","0.838602","0.981198","-0.142595","0.188272","0.120989","0.067283","0.305556","0.186317","0.119238","0.527778","0.328967","0.198811","8","9"
"6x6","6x6-uct-0500","uct-0500","47","2","5.833333","1.666667","3.416667","1.000000","0.916667","2.166667","0.926360","0.989049","-0.062689","0.141975","0.116455","0.025521","0.166667","0.150898","0.015768","0.333333","0.288623","0.044711","9","9"
"6x6","6x6-uct-0500","uct-0500","47","3","6.500000","1.666667","3.750000","1.000000","1.000000","1.500000","0.903296","0.991993","-0.088696","0.145062","0.114869","0.030193","0.194444","0.142331","0.052113","0.361111","0.271166","0.089945","8","9"
"6x6","6x6-uct-0500","uct-0500","47","4","6.333333","2.000000","3.666667","1.000000","1.000000","1.666667","0.843318","0.988320","-0.145002","0.197531","0.116592","0.080939","0.361111","0.147945","0.213166","0.527778","0.279452","0.248326","8","9"
"6x6","6x6-uct-0500","uct-0500","48","1","3.250000","0.833333","1.500000","0.916667","0.583333","4.750000","0.834661","0.986967","-0.152306","0.186728","0.117749","0.068980","0.277778","0.169168","0.108610","0.527778","0.304229","0.223549","8","9"
"6x6","6x6-uct-0500","uct-0500","48","2","5.083333","1.500000","3.000000","1.000000","0.916667","2.916667","0.953046","0.989331","-0.036285","0.131173","0.116588","0.014585","0.166667","0.167436","-0.000770","0.333333","0.293303","0.040031","9","9"
"6x6","6x6-uct-0500","uct-0500","48","3","5.583333","1.666667","3.166667","1.000000","0.916667","2.416667","0.914574","0.986118","-0.071544","0.143519","0.118193","0.025325","0.222222","0.171742","0.050480","0.388889","0.304507","0.084382","8","9"
"6x6","6x6-uct-0500","uct-0500","48","4","6.333333","2.000000","3.666667","1.000000","1.000000","1.666667","0.906717","0.982952","-0.076235","0.145062","0.119387","0.025675","0.194444","0.161866","0.032579","0.361111","0.304527","0.056584","8","9"
"6x6","6x6-uct-0500","uct-0500","49","1","1.750000","0.500000","0.750000","0.500000","0.250000","6.250000","0.910052","0.986147","-0.076096","0.155864","0.118006","0.037858","0.222222","0.164642","0.057580","0.444444","0.306343","0.138102","9","9"
"6x6","6x6-uct-0500","uct-0500","49","2","4.333333","0.833333","2.416667","1.000000","0.916667","3.666667","0.893627","0.989581","-0.095954","0.163580","0.116134","0.047446","0.250000","0.150731","0.099269","0.472222","0.283465","0.188758","9","9"
"6x6","6x6-uct-0500","uct-0500","49","3","5.500000","1.833333","3.250000","1.000000","1.000000","2.500000","0.977187","0.986708","-0.009521","0.121914","0.117502","0.004411","0.166667","0.155502","0.011164","0.305556","0.291866","0.013690","9","9"
"6x6","6x6-uct-0500","uct-0500","49","4","6.416667","2.083333","3.916667","1.000000","1.000000","1.583333","0.968229","0.985370","-0.017142","0.126543","0.118087","0.008457","0.194444","0.155705","0.038740","0.333333","0.293960","0.039374","9","9"
"6x6","6x6-uct-0500","uct-0500","50","1","3.500000","1.000000","2.000000","0.833333","0.583333","3.500000","0.959661","0.989183","-0.029522","0.129630","0.116669","0.012961","0.166667","0.167575","-0.000908","0.333333","0.292916","0.040418","9","9"
"6x6","6x6-uct-0500","uct-0500","50","2","5.333333","1.666667","3.083333","1.000000","1.000000","1.666667","0.895071","0.991382","-0.096310","0.158951","0.115475","0.043476","0.222222","0.156364","0.065859","0.444444","0.293333","0.151111","9","9"
"6x6","6x6-uct-0500","uct-0500","50","3","5.916667","1.750000","3.333333","1.000000","0.916667","1.083333","0.956240","0.986228","-0.029988","0.129630","0.117858","0.011772","0.166667","0.162516","0.004150","0.333333","0.297510","0.035824","9","9"
"6x6","6x6-uct-0500","uct-0500","50","4","5.750000","1.833333","3.500000","1.000000","1.000000","1.250000","0.919947","0.980860","-0.060913","0.138889","0.120469","0.018420","0.194444","0.166667","0.027778","0.361111","0.311404","0.049708","8","9"
"6x6","6x6-uct-1000","uct-1000","1","1","3.083333","0.750000","1.666667","0.833333","0.583333","3.916667","0.930656","0.989360","-0.058705","0.146605","0.116700","0.029905","0.250000","0.170799","0.079201","0.416667","0.297521","0.119146","9","9"
"6x6","6x6-uct-1000","uct-1000","1","2","5.666667","1.750000","3.000000","1.000000","1.000000","1.333333","0.847298","0.986161","-0.138863","0.165123","0.118114","0.047009","0.222222","0.169533","0.052689","0.416667","0.305897","0.110770","7","9"
"6x6","6x6-uct-1000","uct-1000","1","3","5.500000","1.500000","3.083333","1.000000","0.916667","1.500000","0.959068","0.985026","-0.025958","0.129630","0.118920","0.010709","0.194444","0.179045","0.015399","0.361111","0.306366","0.054745","9","9"
"6x6","6x6-uct-1000","uct-1000","1","4","5.666667","1.750000","3.416667","1.000000","1.000000","1.333333","0.869915","0.980769","-0.110853","0.169753","0.120979","0.048774","0.277778","0.185449","0.092328","0.472222","0.310984","0.161238","8","9"
"6x6","6x6-uct-1000","uct-1000","2","1","3.083333","1.000000","1.833333","0.666667","0.583333","4.916667","0.973540","0.991565","-0.018025","0.123457","0.115456","0.008001","0.166667","0.163073","0.003594","0.333333","0.284367","0.048967","9","9"
"6x6","6x6-uct-1000","uct-1000","2","2","6.000000","1.750000","3.500000","1.000000","1.000000","2.000000","0.902055","0.990711","-0.088656","0.148148","0.115572","0.032576","0.194444","0.152358","0.042087","0.388889","0.280532","0.108357","8","9"
"6x6","6x6-uct-1000","uct-1000","2","3","6.750000","2.333333","4.333333","1.000000","1.000000","1.250000","0.910278","0.989141","-0.078863","0.145062","0.116462","0.028600","0.222222","0.159748","0.062474","0.388889","0.288050","0.100839","8","9"
"6x6","6x6-uct-1000","uct-1000","2","4","6.333333","1.833333","3.666667","1.000000","1.000000","1.666667","0.906717","0.985251","-0.078534","0.145062","0.118684","0.026378","0.194444","0.178371","0.016074","0.361111","0.306180","0.054931","8","9"
"6x6","6x6-uct-1000","uct-1000","3","1","2.250000","0.583333","1.250000","0.666667","0.500000","5.750000","0.945330","0.990326","-0.044997","0.132716","0.115922","0.016794","0.166667","0.156425","0.010242","0.333333","0.287709","0.045624","9","9"
"6x6","6x6-uct-1000","uct-1000","3","2","6.166667","2.250000","4.000000","1.000000","1.000000","1.833333","0.967151","0.992843","-0.025692","0.126543","0.114631","0.011912","0.166667","0.149453","0.017213","0.333333","0.278250","0.055083","9","9"
"6x6","6x6-uct-1000","uct-1000","3","3","6.083333","1.666667","3.750000","1.000000","1.000000","1.916667","0.924610","0.986020","-0.061411","0.135802","0.118165","0.017638","0.166667","0.169863","-0.003196","0.333333","0.301370","0.031963","8","9"
